word,colour,St_condition,Correct_Re,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,inst.started,text_2.started,text_2.stopped,inst.stopped,trial.started,fixation.started,fixation.stopped,text.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.002071100054308772,0.005161900073289871,5.007191500044428,4.9910157000413164,,,,,,,,,,,001,001,2025-08-22_23h53.39.789,untitled,,2025.1.1,60.02977472942692,2025-08-22 23h53.47.536202 +0530,
BLUE,red,Incong,r,0,0,0,b,0,0.7813179999357089,None,0,0,0,2,5.007191500044428,,,,,,5.004312700009905,5.007191500044428,5.50712810002733,5.50712810002733,5.50712810002733,6.299053500057198,b,0,0.7813179999357089,None,001,001,2025-08-22_23h53.39.789,untitled,,2025.1.1,60.02977472942692,2025-08-22 23h53.47.536202 +0530,
RED,blue,Incong,b,1,1,0,r,0,0.5138447000645101,None,0,1,1,1,6.306318600079976,,,,,,6.302704800036736,6.306318600079976,6.8059216000838205,6.8059216000838205,6.8059216000838205,7.322585900081322,r,0,0.5138447000645101,None,001,001,2025-08-22_23h53.39.789,untitled,,2025.1.1,60.02977472942692,2025-08-22 23h53.47.536202 +0530,
RED,red,Cong,r,2,2,0,b,0,0.5134341000812128,None,0,2,2,0,7.338836800074205,,,,,,7.323365600081161,7.338836800074205,7.821674600010738,7.821674600010738,7.821674600010738,8.338557600043714,b,0,0.5134341000812128,None,001,001,2025-08-22_23h53.39.789,untitled,,2025.1.1,60.02977472942692,2025-08-22 23h53.47.536202 +0530,
BLUE,blue,Cong,b,3,3,0,b,1,1.313149599940516,None,0,3,3,3,8.354858400067315,,,,,,8.342645600088872,8.354858400067315,8.854286900022998,8.854286900022998,8.854286900022998,10.17004180001095,b,1,1.313149599940516,None,001,001,2025-08-22_23h53.39.789,untitled,,2025.1.1,60.02977472942692,2025-08-22 23h53.47.536202 +0530,
RED,blue,Incong,b,4,0,1,b,1,0.7661758000031114,None,1,0,4,1,10.186395200085826,,,,,,10.17163730005268,10.186395200085826,10.669556700042449,10.669556700042449,10.669556700042449,11.452313300105743,b,1,0.7661758000031114,None,001,001,2025-08-22_23h53.39.789,untitled,,2025.1.1,60.02977472942692,2025-08-22 23h53.47.536202 +0530,
BLUE,red,Incong,r,5,1,1,r,1,0.5879388999892399,None,1,1,5,2,11.468695100047626,,,,,,11.455148400040343,11.468695100047626,11.951805700082332,11.951805700082332,11.951805700082332,12.552102000103332,r,1,0.5879388999892399,None,001,001,2025-08-22_23h53.39.789,untitled,,2025.1.1,60.02977472942692,2025-08-22 23h53.47.536202 +0530,
BLUE,blue,Cong,b,6,2,1,b,1,0.6915084000211209,None,1,2,6,3,12.567928700009361,,,,,,12.553010900039226,12.567928700009361,13.067541500087827,13.067541500087827,13.067541500087827,13.767039200058207,b,1,0.6915084000211209,None,001,001,2025-08-22_23h53.39.789,untitled,,2025.1.1,60.02977472942692,2025-08-22 23h53.47.536202 +0530,
RED,red,Cong,r,7,3,1,r,1,0.5442381999455392,None,1,3,7,0,13.783593000029214,,,,,,13.769586200010963,13.783593000029214,14.266607800032943,14.266607800032943,14.266607800032943,14.816269800066948,r,1,0.5442381999455392,None,001,001,2025-08-22_23h53.39.789,untitled,,2025.1.1,60.02977472942692,2025-08-22 23h53.47.536202 +0530,
RED,red,Cong,r,8,0,2,r,1,0.5576563999056816,None,2,0,8,0,14.8325737999985,,,,,,14.816671600099653,14.8325737999985,15.315552900079638,15.315552900079638,15.315552900079638,15.882682400057092,r,1,0.5576563999056816,None,001,001,2025-08-22_23h53.39.789,untitled,,2025.1.1,60.02977472942692,2025-08-22 23h53.47.536202 +0530,
BLUE,blue,Cong,b,9,1,2,b,1,0.5353441999759525,None,2,1,9,3,15.898505400051363,,,,,,15.886718700057827,15.898505400051363,16.398287100018933,16.398287100018933,16.398287100018933,16.948288000072353,b,1,0.5353441999759525,None,001,001,2025-08-22_23h53.39.789,untitled,,2025.1.1,60.02977472942692,2025-08-22 23h53.47.536202 +0530,
RED,blue,Incong,b,10,2,2,b,1,0.45592489989940077,None,2,2,10,1,16.964321100036614,,,,,,16.952067500096746,16.964321100036614,17.463758400059305,17.463758400059305,17.463758400059305,17.931029400089756,b,1,0.45592489989940077,None,001,001,2025-08-22_23h53.39.789,untitled,,2025.1.1,60.02977472942692,2025-08-22 23h53.47.536202 +0530,
BLUE,red,Incong,r,11,3,2,r,1,0.5710475000087172,None,2,3,11,2,17.946936600026675,,,,,,17.935081400093623,17.946936600026675,18.44663160003256,18.44663160003256,18.44663160003256,19.029547000071034,r,1,0.5710475000087172,None,001,001,2025-08-22_23h53.39.789,untitled,,2025.1.1,60.02977472942692,2025-08-22 23h53.47.536202 +0530,
BLUE,blue,Cong,b,12,0,3,b,1,0.5683666999684647,None,3,0,12,3,19.045692200073972,,,,,,19.029942300054245,19.045692200073972,19.529166500084102,19.529166500084102,19.529166500084102,20.1117698000744,b,1,0.5683666999684647,None,001,001,2025-08-22_23h53.39.789,untitled,,2025.1.1,60.02977472942692,2025-08-22 23h53.47.536202 +0530,
BLUE,red,Incong,r,13,1,3,r,1,0.620969400042668,None,3,1,13,2,20.128214000025764,,,,,,20.112232500105165,20.128214000025764,20.61114210006781,20.61114210006781,20.61114210006781,21.24463430000469,r,1,0.620969400042668,None,001,001,2025-08-22_23h53.39.789,untitled,,2025.1.1,60.02977472942692,2025-08-22 23h53.47.536202 +0530,
RED,red,Cong,r,14,2,3,r,1,0.4392286000074819,None,3,2,14,0,21.26055680005811,,,,,,21.24708790006116,21.26055680005811,21.74392500007525,21.74392500007525,21.74392500007525,22.194067700067535,r,1,0.4392286000074819,None,001,001,2025-08-22_23h53.39.789,untitled,,2025.1.1,60.02977472942692,2025-08-22 23h53.47.536202 +0530,
RED,blue,Incong,b,15,3,3,b,1,0.5668032000539824,None,3,3,15,1,22.21038880001288,,,,,,22.194906700053252,22.21038880001288,22.709522400051355,22.709522400051355,22.709522400051355,23.29235130001325,b,1,0.5668032000539824,None,001,001,2025-08-22_23h53.39.789,untitled,,2025.1.1,60.02977472942692,2025-08-22 23h53.47.536202 +0530,
